epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
568,357.134,0.42293,0.50945,0.77718,0.97434,1,0.995,0.9521,0.29012,0.38159,0.81321,0.000274169,0.000274169,0.000274169
569,357.717,0.35861,0.47224,0.82479,0.97434,1,0.995,0.9521,0.29012,0.38159,0.81321,0.00027355,0.00027355,0.00027355
570,358.331,0.37332,0.51262,0.83861,0.97434,1,0.995,0.9521,0.29012,0.38159,0.81321,0.000272931,0.000272931,0.000272931
571,359.028,0.3024,0.41509,0.82259,0.97434,1,0.995,0.9521,0.29012,0.38159,0.81321,0.000272313,0.000272313,0.000272313
572,359.72,0.378,0.52431,0.83799,0.97344,1,0.995,0.96771,0.29471,0.38461,0.81447,0.000271694,0.000271694,0.000271694
573,360.471,0.49251,0.54031,0.8392,0.97344,1,0.995,0.96771,0.29471,0.38461,0.81447,0.000271075,0.000271075,0.000271075
574,361.098,0.37559,0.5658,0.8262,0.97344,1,0.995,0.96771,0.29471,0.38461,0.81447,0.000270456,0.000270456,0.000270456
575,361.825,0.36171,0.49028,0.87997,0.97344,1,0.995,0.96771,0.29471,0.38461,0.81447,0.000269838,0.000269838,0.000269838
576,362.49,0.3697,0.47739,0.81332,0.97081,1,0.995,0.97705,0.30309,0.38925,0.81561,0.000269219,0.000269219,0.000269219
577,363.168,0.53515,0.87342,0.95968,0.97081,1,0.995,0.97705,0.30309,0.38925,0.81561,0.0002686,0.0002686,0.0002686
578,363.801,0.36331,0.44645,0.78142,0.97081,1,0.995,0.97705,0.30309,0.38925,0.81561,0.000267981,0.000267981,0.000267981
579,364.498,0.65262,0.70502,0.8115,0.97081,1,0.995,0.97705,0.30309,0.38925,0.81561,0.000267363,0.000267363,0.000267363
